Date,Product,Region,Units_Sold,Price,Revenue,Marketing_Spend,Inventory_Level,Season
2025-03-12,Paracetamol,East,161,13,2093,4683,1786,Monsoon
2025-03-12,Insulin,North,98,9,882,3204,1985,Monsoon
2025-03-12,Vitamin C,West,179,47,8413,2042,4851,Spring
2025-03-12,Antibiotic,East,206,27,5562,3400,2260,Spring
2025-03-12,Pain Relief,North,124,50,6200,3807,795,Monsoon
2025-03-12,Cough Syrup,South,155,29,4495,3664,1185,Monsoon
2025-03-13,Paracetamol,South,260,14,3640,3147,4477,Winter
2025-03-13,Insulin,West,282,18,5076,2666,3130,Winter
2025-03-13,Vitamin C,North,294,31,9114,789,879,Spring
2025-03-13,Antibiotic,East,236,33,7788,4561,504,Winter
2025-03-13,Pain Relief,North,56,47,2632,4042,3221,Winter
2025-03-13,Cough Syrup,West,56,16,896,1557,2410,Winter
2025-03-14,Paracetamol,East,250,38,9500,1567,3692,Monsoon
2025-03-14,Insulin,South,102,45,4590,4097,1855,Spring
2025-03-14,Vitamin C,South,180,32,5760,1171,1258,Winter
2025-03-14,Antibiotic,East,171,42,7182,3616,4380,Winter
2025-03-14,Pain Relief,South,167,38,6346,1824,2264,Spring
2025-03-14,Cough Syrup,South,177,24,4248,4389,4665,Spring
2025-03-15,Paracetamol,North,98,26,2548,3273,767,Monsoon
2025-03-15,Insulin,South,270,29,7830,4257,4899,Winter
2025-03-15,Vitamin C,East,116,34,3944,2284,1663,Monsoon
2025-03-15,Antibiotic,South,217,18,3906,4090,2704,Winter
2025-03-15,Pain Relief,North,86,34,2924,430,4413,Monsoon
2025-03-15,Cough Syrup,South,203,13,2639,1113,4501,Monsoon
2025-03-16,Paracetamol,West,242,38,9196,572,2747,Summer
2025-03-16,Insulin,South,114,50,5700,2015,4023,Winter
2025-03-16,Vitamin C,North,88,14,1232,3679,4491,Winter
2025-03-16,Antibiotic,East,140,25,3500,4411,2282,Monsoon
2025-03-16,Pain Relief,South,140,31,4340,3169,2439,Winter
2025-03-16,Cough Syrup,East,185,41,7585,3971,4239,Winter
2025-03-17,Paracetamol,South,264,29,7656,4596,814,Monsoon
2025-03-17,Insulin,East,145,21,3045,4731,4041,Summer
2025-03-17,Vitamin C,West,214,36,7704,1338,4348,Winter
2025-03-17,Antibiotic,South,131,27,3537,2001,3845,Winter
2025-03-17,Pain Relief,North,118,5,590,2067,2010,Summer
2025-03-17,Cough Syrup,West,180,46,8280,2455,3994,Summer
2025-03-18,Paracetamol,North,144,24,3456,3249,881,Winter
2025-03-18,Insulin,East,210,19,3990,4280,2407,Winter
2025-03-18,Vitamin C,West,226,40,9040,2194,2826,Summer
2025-03-18,Antibiotic,North,228,42,9576,4371,4675,Spring
2025-03-18,Pain Relief,East,76,49,3724,2222,1237,Spring
2025-03-18,Cough Syrup,East,162,22,3564,4799,2516,Winter
2025-03-19,Paracetamol,South,172,5,860,2040,2399,Spring
2025-03-19,Insulin,North,130,6,780,2169,1873,Monsoon
2025-03-19,Vitamin C,East,258,20,5160,4303,1591,Monsoon
2025-03-19,Antibiotic,South,103,10,1030,3359,750,Summer
2025-03-19,Pain Relief,East,258,18,4644,2812,3491,Monsoon
2025-03-19,Cough Syrup,North,102,38,3876,4720,4964,Spring
2025-03-20,Paracetamol,West,168,8,1344,568,652,Summer
2025-03-20,Insulin,South,116,40,4640,1918,4427,Winter
2025-03-20,Vitamin C,South,99,15,1485,1370,3264,Monsoon
2025-03-20,Antibiotic,South,266,49,13034,2909,2585,Spring
2025-03-20,Pain Relief,South,90,28,2520,341,1167,Winter
2025-03-20,Cough Syrup,West,259,45,11655,4143,4652,Summer
2025-03-21,Paracetamol,West,176,15,2640,712,1226,Summer
2025-03-21,Insulin,East,288,17,4896,2600,3525,Summer
2025-03-21,Vitamin C,South,60,20,1200,3898,4323,Winter
2025-03-21,Antibiotic,South,186,47,8742,1360,2327,Spring
2025-03-21,Pain Relief,South,117,38,4446,4324,2044,Monsoon
2025-03-21,Cough Syrup,West,290,43,12470,4377,2490,Winter
2025-03-22,Paracetamol,East,173,48,8304,811,1695,Summer
2025-03-22,Insulin,West,221,34,7514,2687,2122,Winter
2025-03-22,Vitamin C,West,104,19,1976,3124,4889,Spring
2025-03-22,Antibiotic,South,161,38,6118,1278,2860,Summer
2025-03-22,Pain Relief,South,151,13,1963,454,3951,Winter
2025-03-22,Cough Syrup,North,268,47,12596,4496,3111,Spring
2025-03-23,Paracetamol,South,171,13,2223,2846,3931,Summer
2025-03-23,Insulin,West,138,13,1794,4392,2564,Spring
2025-03-23,Vitamin C,East,289,12,3468,4734,1460,Spring
2025-03-23,Antibiotic,East,208,8,1664,3497,2614,Monsoon
2025-03-23,Pain Relief,West,258,5,1290,1582,1764,Summer
2025-03-23,Cough Syrup,North,134,17,2278,353,1483,Monsoon
2025-03-24,Paracetamol,East,117,30,3510,3577,3651,Winter
2025-03-24,Insulin,West,61,12,732,1939,793,Summer
2025-03-24,Vitamin C,West,263,42,11046,2770,3482,Winter
2025-03-24,Antibiotic,South,281,6,1686,2090,666,Summer
2025-03-24,Pain Relief,West,191,31,5921,1130,3332,Summer
2025-03-24,Cough Syrup,South,93,12,1116,1145,1635,Spring
2025-03-25,Paracetamol,East,287,5,1435,528,3411,Winter
2025-03-25,Insulin,West,139,11,1529,910,3438,Winter
2025-03-25,Vitamin C,East,68,32,2176,3854,2046,Spring
2025-03-25,Antibiotic,West,94,48,4512,3080,1088,Winter
2025-03-25,Pain Relief,North,216,11,2376,415,2959,Winter
2025-03-25,Cough Syrup,North,122,33,4026,2127,525,Summer
2025-03-26,Paracetamol,North,182,40,7280,4074,2150,Monsoon
2025-03-26,Insulin,East,200,35,7000,2802,3765,Summer
2025-03-26,Vitamin C,South,153,5,765,4509,1436,Monsoon
2025-03-26,Antibiotic,West,174,40,6960,4595,4200,Summer
2025-03-26,Pain Relief,North,123,19,2337,4637,3719,Winter
2025-03-26,Cough Syrup,South,227,35,7945,1106,4090,Monsoon
2025-03-27,Paracetamol,North,75,27,2025,3445,1091,Summer
2025-03-27,Insulin,West,114,16,1824,817,2393,Summer
2025-03-27,Vitamin C,East,204,29,5916,1015,3941,Winter
2025-03-27,Antibiotic,South,76,39,2964,4171,1112,Winter
2025-03-27,Pain Relief,East,71,6,426,864,788,Winter
2025-03-27,Cough Syrup,South,61,48,2928,1692,1275,Summer
2025-03-28,Paracetamol,West,215,12,2580,4859,4614,Summer
2025-03-28,Insulin,West,67,41,2747,1551,4492,Spring
2025-03-28,Vitamin C,West,170,15,2550,1860,3718,Winter
2025-03-28,Antibiotic,West,84,19,1596,1761,3442,Spring
2025-03-28,Pain Relief,East,287,27,7749,1909,1819,Winter
2025-03-28,Cough Syrup,North,54,26,1404,953,1272,Monsoon
2025-03-29,Paracetamol,East,265,25,6625,2730,3848,Winter
2025-03-29,Insulin,South,99,12,1188,3015,2832,Spring
2025-03-29,Vitamin C,South,211,12,2532,1766,3232,Summer
2025-03-29,Antibiotic,North,220,27,5940,3314,3330,Winter
2025-03-29,Pain Relief,East,65,8,520,3078,1245,Spring
2025-03-29,Cough Syrup,West,117,16,1872,4229,4881,Summer
2025-03-30,Paracetamol,West,85,13,1105,2671,2703,Summer
2025-03-30,Insulin,East,236,21,4956,3849,4527,Monsoon
2025-03-30,Vitamin C,West,91,27,2457,1161,1883,Monsoon
2025-03-30,Antibiotic,East,173,43,7439,654,1937,Monsoon
2025-03-30,Pain Relief,South,197,35,6895,1839,4817,Winter
2025-03-30,Cough Syrup,West,147,16,2352,4517,4017,Monsoon
2025-03-31,Paracetamol,North,101,35,3535,4317,2179,Winter
2025-03-31,Insulin,East,99,29,2871,2942,3673,Winter
2025-03-31,Vitamin C,South,208,6,1248,4944,3651,Spring
2025-03-31,Antibiotic,South,231,10,2310,333,927,Summer
2025-03-31,Pain Relief,East,67,15,1005,2333,4197,Spring
2025-03-31,Cough Syrup,South,206,49,10094,2393,4210,Winter
2025-04-01,Paracetamol,North,271,42,11382,4787,2679,Spring
2025-04-01,Insulin,West,79,42,3318,813,1104,Spring
2025-04-01,Vitamin C,East,266,8,2128,4878,1584,Winter
2025-04-01,Antibiotic,East,259,41,10619,2986,1755,Winter
2025-04-01,Pain Relief,South,87,25,2175,1503,2257,Summer
2025-04-01,Cough Syrup,North,116,17,1972,4075,3224,Winter
2025-04-02,Paracetamol,East,149,46,6854,1045,1946,Winter
2025-04-02,Insulin,North,213,47,10011,4442,4583,Winter
2025-04-02,Vitamin C,East,228,25,5700,2655,1403,Spring
2025-04-02,Antibiotic,South,116,14,1624,3007,1187,Monsoon
2025-04-02,Pain Relief,South,123,11,1353,4060,1434,Monsoon
2025-04-02,Cough Syrup,South,221,22,4862,2774,2627,Summer
2025-04-03,Paracetamol,South,265,35,9275,2785,2097,Summer
2025-04-03,Insulin,North,215,27,5805,4145,3896,Summer
2025-04-03,Vitamin C,South,238,15,3570,203,2581,Spring
2025-04-03,Antibiotic,South,174,22,3828,272,3098,Monsoon
2025-04-03,Pain Relief,West,100,46,4600,1960,1631,Winter
2025-04-03,Cough Syrup,East,290,27,7830,4078,998,Winter
2025-04-04,Paracetamol,East,108,6,648,2996,2502,Summer
2025-04-04,Insulin,West,136,45,6120,1050,2255,Spring
2025-04-04,Vitamin C,West,122,24,2928,3669,510,Summer
2025-04-04,Antibiotic,East,298,48,14304,831,4530,Winter
2025-04-04,Pain Relief,North,90,15,1350,4349,3710,Winter
2025-04-04,Cough Syrup,West,114,8,912,326,4719,Spring
2025-04-05,Paracetamol,West,260,33,8580,2677,641,Spring
2025-04-05,Insulin,East,89,21,1869,2315,2495,Summer
2025-04-05,Vitamin C,East,150,40,6000,4095,1322,Monsoon
2025-04-05,Antibiotic,East,189,10,1890,2571,3496,Summer
2025-04-05,Pain Relief,East,260,32,8320,2302,2630,Monsoon
2025-04-05,Cough Syrup,East,137,44,6028,2530,3342,Summer
2025-04-06,Paracetamol,North,280,38,10640,4874,3966,Summer
2025-04-06,Insulin,West,52,41,2132,4095,3695,Monsoon
2025-04-06,Vitamin C,West,226,37,8362,1788,1733,Spring
2025-04-06,Antibiotic,North,269,27,7263,2340,3901,Spring
2025-04-06,Pain Relief,West,55,8,440,4599,2550,Summer
2025-04-06,Cough Syrup,East,177,11,1947,2625,1171,Winter
2025-04-07,Paracetamol,West,159,5,795,3035,4979,Monsoon
2025-04-07,Insulin,North,248,27,6696,637,2045,Winter
2025-04-07,Vitamin C,East,79,24,1896,4367,618,Monsoon
2025-04-07,Antibiotic,East,166,41,6806,3152,4127,Winter
2025-04-07,Pain Relief,South,89,29,2581,3404,1749,Monsoon
2025-04-07,Cough Syrup,South,202,35,7070,4356,982,Spring
2025-04-08,Paracetamol,North,75,8,600,4709,4851,Spring
2025-04-08,Insulin,East,60,49,2940,3252,2058,Monsoon
2025-04-08,Vitamin C,West,209,12,2508,901,802,Monsoon
2025-04-08,Antibiotic,South,189,15,2835,4382,4553,Summer
2025-04-08,Pain Relief,West,219,6,1314,4375,4673,Summer
2025-04-08,Cough Syrup,East,264,19,5016,398,922,Monsoon
2025-04-09,Paracetamol,North,72,45,3240,1383,2599,Monsoon
2025-04-09,Insulin,South,52,18,936,4441,4885,Winter
2025-04-09,Vitamin C,West,264,34,8976,338,1960,Winter
2025-04-09,Antibiotic,North,130,25,3250,3836,4791,Monsoon
2025-04-09,Pain Relief,East,261,15,3915,2848,4913,Spring
2025-04-09,Cough Syrup,North,62,32,1984,1968,3113,Monsoon
2025-04-10,Paracetamol,West,85,41,3485,3269,510,Spring
2025-04-10,Insulin,South,111,5,555,3444,4198,Monsoon
2025-04-10,Vitamin C,West,205,6,1230,859,2278,Spring
2025-04-10,Antibiotic,West,263,25,6575,2101,3404,Summer
2025-04-10,Pain Relief,West,243,39,9477,4720,2655,Monsoon
2025-04-10,Cough Syrup,East,275,47,12925,1934,2998,Monsoon
2025-04-11,Paracetamol,South,241,23,5543,4095,593,Winter
2025-04-11,Insulin,North,162,45,7290,3805,2464,Spring
2025-04-11,Vitamin C,West,244,9,2196,3383,725,Summer
2025-04-11,Antibiotic,North,214,42,8988,1806,1899,Spring
2025-04-11,Pain Relief,South,67,40,2680,3371,3606,Summer
2025-04-11,Cough Syrup,North,268,27,7236,4542,1623,Winter
2025-04-12,Paracetamol,West,234,10,2340,1311,1890,Monsoon
2025-04-12,Insulin,East,94,22,2068,1965,1249,Spring
2025-04-12,Vitamin C,West,300,10,3000,4141,2691,Winter
2025-04-12,Antibiotic,South,260,10,2600,3434,3497,Spring
2025-04-12,Pain Relief,West,102,27,2754,1007,4841,Monsoon
2025-04-12,Cough Syrup,South,82,41,3362,4451,1733,Summer
2025-04-13,Paracetamol,West,253,41,10373,4635,2535,Spring
2025-04-13,Insulin,East,106,31,3286,1533,844,Summer
2025-04-13,Vitamin C,East,245,37,9065,3868,3970,Spring
2025-04-13,Antibiotic,North,99,14,1386,496,1457,Spring
2025-04-13,Pain Relief,North,196,32,6272,4866,3957,Monsoon
2025-04-13,Cough Syrup,West,256,7,1792,3229,1567,Monsoon
2025-04-14,Paracetamol,East,264,14,3696,4014,4483,Spring
2025-04-14,Insulin,West,219,41,8979,3217,3253,Summer
2025-04-14,Vitamin C,South,274,11,3014,2548,981,Winter
2025-04-14,Antibiotic,West,75,15,1125,4831,4931,Winter
2025-04-14,Pain Relief,East,265,48,12720,1244,3462,Spring
2025-04-14,Cough Syrup,North,122,10,1220,2461,4231,Winter
2025-04-15,Paracetamol,North,136,24,3264,1818,3340,Spring
2025-04-15,Insulin,North,232,14,3248,2112,4188,Monsoon
2025-04-15,Vitamin C,West,173,21,3633,2145,843,Winter
2025-04-15,Antibiotic,East,154,48,7392,4842,4903,Winter
2025-04-15,Pain Relief,East,262,20,5240,2025,3582,Summer
2025-04-15,Cough Syrup,South,90,33,2970,719,2542,Summer
2025-04-16,Paracetamol,South,187,24,4488,2226,2255,Monsoon
2025-04-16,Insulin,North,51,34,1734,4310,4961,Monsoon
2025-04-16,Vitamin C,East,99,49,4851,3105,1587,Spring
2025-04-16,Antibiotic,North,72,44,3168,4203,3044,Summer
2025-04-16,Pain Relief,South,96,34,3264,874,4847,Spring
2025-04-16,Cough Syrup,South,272,41,11152,994,3612,Summer
2025-04-17,Paracetamol,South,250,47,11750,801,2619,Winter
2025-04-17,Insulin,East,240,10,2400,2611,4368,Spring
2025-04-17,Vitamin C,East,180,20,3600,1140,835,Monsoon
2025-04-17,Antibiotic,South,261,40,10440,716,3344,Winter
2025-04-17,Pain Relief,South,175,50,8750,3285,1983,Monsoon
2025-04-17,Cough Syrup,South,263,11,2893,4108,2859,Monsoon
2025-04-18,Paracetamol,South,267,41,10947,1403,3864,Winter
2025-04-18,Insulin,East,213,8,1704,351,1636,Monsoon
2025-04-18,Vitamin C,East,126,34,4284,467,524,Monsoon
2025-04-18,Antibiotic,South,124,40,4960,428,1197,Winter
2025-04-18,Pain Relief,South,198,30,5940,3593,4336,Monsoon
2025-04-18,Cough Syrup,North,148,10,1480,4072,3750,Summer
2025-04-19,Paracetamol,South,189,35,6615,3159,2974,Winter
2025-04-19,Insulin,North,257,47,12079,2903,1345,Monsoon
2025-04-19,Vitamin C,North,282,18,5076,4801,1299,Monsoon
2025-04-19,Antibiotic,South,281,41,11521,956,1456,Monsoon
2025-04-19,Pain Relief,East,145,7,1015,1268,3712,Monsoon
2025-04-19,Cough Syrup,West,132,46,6072,1396,2694,Monsoon
2025-04-20,Paracetamol,West,289,40,11560,2739,2745,Winter
2025-04-20,Insulin,West,82,50,4100,1592,4388,Winter
2025-04-20,Vitamin C,North,169,5,845,936,4175,Spring
2025-04-20,Antibiotic,East,200,34,6800,3073,4191,Monsoon
2025-04-20,Pain Relief,North,265,32,8480,4756,546,Monsoon
2025-04-20,Cough Syrup,East,293,50,14650,3432,931,Winter
2025-04-21,Paracetamol,North,152,29,4408,2017,1752,Winter
2025-04-21,Insulin,East,225,8,1800,4824,670,Spring
2025-04-21,Vitamin C,West,249,15,3735,1279,4756,Winter
2025-04-21,Antibiotic,North,173,14,2422,4311,3722,Monsoon
2025-04-21,Pain Relief,East,296,40,11840,364,3345,Summer
2025-04-21,Cough Syrup,North,138,32,4416,1694,4803,Summer
2025-04-22,Paracetamol,South,176,37,6512,2118,4676,Winter
2025-04-22,Insulin,North,187,50,9350,503,3702,Monsoon
2025-04-22,Vitamin C,East,153,49,7497,273,2851,Winter
2025-04-22,Antibiotic,West,169,25,4225,4382,3197,Winter
2025-04-22,Pain Relief,West,198,21,4158,3380,1645,Spring
2025-04-22,Cough Syrup,North,133,50,6650,4493,1783,Summer
2025-04-23,Paracetamol,West,76,21,1596,381,3206,Summer
2025-04-23,Insulin,West,86,29,2494,2255,4338,Spring
2025-04-23,Vitamin C,West,85,27,2295,3795,3403,Winter
2025-04-23,Antibiotic,West,227,22,4994,1207,2884,Winter
2025-04-23,Pain Relief,South,142,29,4118,1670,1733,Winter
2025-04-23,Cough Syrup,West,240,19,4560,3244,2593,Winter
2025-04-24,Paracetamol,North,181,8,1448,2647,3071,Winter
2025-04-24,Insulin,West,272,22,5984,568,4319,Spring
2025-04-24,Vitamin C,East,57,36,2052,4010,1644,Summer
2025-04-24,Antibiotic,North,133,19,2527,2344,1456,Summer
2025-04-24,Pain Relief,East,266,5,1330,434,1869,Spring
2025-04-24,Cough Syrup,East,149,35,5215,2412,4408,Spring
2025-04-25,Paracetamol,South,277,30,8310,2025,3091,Monsoon
2025-04-25,Insulin,South,62,45,2790,1860,3470,Monsoon
2025-04-25,Vitamin C,East,116,7,812,741,4295,Winter
2025-04-25,Antibiotic,North,266,12,3192,270,3014,Spring
2025-04-25,Pain Relief,East,147,25,3675,3352,3518,Summer
2025-04-25,Cough Syrup,North,285,44,12540,4121,3209,Summer
2025-04-26,Paracetamol,North,178,35,6230,3634,4004,Winter
2025-04-26,Insulin,East,123,8,984,4087,1680,Spring
2025-04-26,Vitamin C,North,216,16,3456,1168,2660,Monsoon
2025-04-26,Antibiotic,North,82,34,2788,4554,1925,Winter
2025-04-26,Pain Relief,East,280,27,7560,4640,4305,Monsoon
2025-04-26,Cough Syrup,East,79,21,1659,3871,4838,Summer
2025-04-27,Paracetamol,West,55,49,2695,1172,1956,Monsoon
2025-04-27,Insulin,North,177,23,4071,241,4744,Summer
2025-04-27,Vitamin C,East,289,45,13005,4272,1981,Winter
2025-04-27,Antibiotic,North,196,28,5488,3993,2438,Summer
2025-04-27,Pain Relief,East,58,10,580,2312,3345,Winter
2025-04-27,Cough Syrup,North,125,11,1375,4263,2112,Monsoon
2025-04-28,Paracetamol,North,101,43,4343,1478,2890,Spring
2025-04-28,Insulin,North,219,42,9198,4667,4743,Monsoon
2025-04-28,Vitamin C,West,165,21,3465,2064,2814,Summer
2025-04-28,Antibiotic,West,170,46,7820,4256,2233,Winter
2025-04-28,Pain Relief,North,116,5,580,4716,1506,Spring
2025-04-28,Cough Syrup,North,116,12,1392,4148,1514,Monsoon
2025-04-29,Paracetamol,West,133,12,1596,1164,875,Winter
2025-04-29,Insulin,West,68,43,2924,238,2639,Winter
2025-04-29,Vitamin C,North,108,44,4752,983,3150,Winter
2025-04-29,Antibiotic,West,69,12,828,1197,2844,Summer
2025-04-29,Pain Relief,South,135,14,1890,3500,2938,Summer
2025-04-29,Cough Syrup,East,182,41,7462,471,2481,Spring
2025-04-30,Paracetamol,North,239,5,1195,2530,752,Spring
2025-04-30,Insulin,West,200,48,9600,4441,3292,Winter
2025-04-30,Vitamin C,South,69,48,3312,2478,928,Spring
2025-04-30,Antibiotic,East,246,18,4428,550,4123,Monsoon
2025-04-30,Pain Relief,South,256,25,6400,4097,1884,Summer
2025-04-30,Cough Syrup,South,107,24,2568,2393,2507,Summer
2025-05-01,Paracetamol,South,78,26,2028,1174,4274,Winter
2025-05-01,Insulin,West,206,45,9270,4545,2412,Summer
2025-05-01,Vitamin C,West,92,5,460,3119,2733,Summer
2025-05-01,Antibiotic,North,125,23,2875,3910,4717,Winter
2025-05-01,Pain Relief,East,211,25,5275,4295,1514,Spring
2025-05-01,Cough Syrup,West,229,22,5038,4364,805,Spring
2025-05-02,Paracetamol,East,64,19,1216,2494,2872,Winter
2025-05-02,Insulin,South,110,12,1320,2875,670,Monsoon
2025-05-02,Vitamin C,North,219,25,5475,2315,1423,Winter
2025-05-02,Antibiotic,South,66,43,2838,2088,4606,Summer
2025-05-02,Pain Relief,West,173,25,4325,2123,1410,Winter
2025-05-02,Cough Syrup,West,243,9,2187,1763,625,Spring
2025-05-03,Paracetamol,West,145,28,4060,1275,2333,Winter
2025-05-03,Insulin,South,160,11,1760,829,4981,Summer
2025-05-03,Vitamin C,East,293,13,3809,1824,2315,Winter
2025-05-03,Antibiotic,North,225,27,6075,3315,3342,Monsoon
2025-05-03,Pain Relief,West,250,6,1500,1340,4355,Monsoon
2025-05-03,Cough Syrup,North,110,22,2420,1191,3551,Spring
2025-05-04,Paracetamol,West,207,17,3519,3214,1555,Winter
2025-05-04,Insulin,South,189,24,4536,4865,1638,Winter
2025-05-04,Vitamin C,North,141,30,4230,3775,1381,Monsoon
2025-05-04,Antibiotic,South,121,39,4719,3579,572,Spring
2025-05-04,Pain Relief,South,58,47,2726,901,3436,Spring
2025-05-04,Cough Syrup,South,285,26,7410,1554,1000,Winter
2025-05-05,Paracetamol,South,100,5,500,3442,4830,Monsoon
2025-05-05,Insulin,North,57,39,2223,805,4692,Winter
2025-05-05,Vitamin C,South,170,48,8160,2271,929,Summer
2025-05-05,Antibiotic,North,127,34,4318,1478,2928,Winter
2025-05-05,Pain Relief,East,210,21,4410,2965,4974,Monsoon
2025-05-05,Cough Syrup,East,268,30,8040,2984,1968,Winter
2025-05-06,Paracetamol,South,292,37,10804,310,4827,Monsoon
2025-05-06,Insulin,South,284,38,10792,4819,4865,Summer
2025-05-06,Vitamin C,North,236,26,6136,2395,4715,Monsoon
2025-05-06,Antibiotic,South,263,6,1578,2976,2103,Spring
2025-05-06,Pain Relief,North,262,25,6550,2274,2932,Winter
2025-05-06,Cough Syrup,South,135,6,810,4239,871,Spring
2025-05-07,Paracetamol,North,253,42,10626,3836,2156,Monsoon
2025-05-07,Insulin,South,152,34,5168,2445,3260,Spring
2025-05-07,Vitamin C,West,206,30,6180,270,816,Winter
2025-05-07,Antibiotic,North,126,48,6048,4895,1149,Spring
2025-05-07,Pain Relief,West,107,13,1391,2086,1755,Summer
2025-05-07,Cough Syrup,South,115,29,3335,3907,3632,Winter
2025-05-08,Paracetamol,West,102,24,2448,4998,3083,Spring
2025-05-08,Insulin,East,232,11,2552,304,1861,Winter
2025-05-08,Vitamin C,North,112,29,3248,3984,2067,Monsoon
2025-05-08,Antibiotic,South,126,26,3276,1510,1870,Winter
2025-05-08,Pain Relief,East,194,34,6596,1239,3011,Monsoon
2025-05-08,Cough Syrup,West,235,22,5170,1123,3637,Monsoon
2025-05-09,Paracetamol,North,192,9,1728,2406,1735,Summer
2025-05-09,Insulin,South,196,10,1960,3664,3661,Spring
2025-05-09,Vitamin C,North,58,26,1508,4870,2241,Spring
2025-05-09,Antibiotic,South,222,42,9324,856,2327,Winter
2025-05-09,Pain Relief,East,118,7,826,1178,1176,Winter
2025-05-09,Cough Syrup,East,74,23,1702,2556,812,Monsoon
2025-05-10,Paracetamol,East,201,27,5427,1442,956,Monsoon
2025-05-10,Insulin,West,241,20,4820,757,1208,Winter
2025-05-10,Vitamin C,North,125,50,6250,4566,3683,Spring
2025-05-10,Antibiotic,West,207,36,7452,4366,3590,Summer
2025-05-10,Pain Relief,North,189,35,6615,4753,2947,Winter
2025-05-10,Cough Syrup,West,218,40,8720,3609,4068,Spring
2025-05-11,Paracetamol,East,74,35,2590,3329,866,Spring
2025-05-11,Insulin,West,229,29,6641,4042,661,Summer
2025-05-11,Vitamin C,West,288,44,12672,245,4480,Winter
2025-05-11,Antibiotic,West,88,26,2288,1776,768,Winter
2025-05-11,Pain Relief,West,286,47,13442,597,776,Winter
2025-05-11,Cough Syrup,East,222,29,6438,2838,2439,Winter
2025-05-12,Paracetamol,South,125,28,3500,2900,3096,Spring
2025-05-12,Insulin,North,214,19,4066,699,681,Summer
2025-05-12,Vitamin C,North,170,17,2890,3463,2236,Monsoon
2025-05-12,Antibiotic,North,130,8,1040,606,3356,Winter
2025-05-12,Pain Relief,West,264,35,9240,3211,923,Summer
2025-05-12,Cough Syrup,North,258,45,11610,4036,4601,Summer
2025-05-13,Paracetamol,South,259,34,8806,2308,733,Summer
2025-05-13,Insulin,North,68,12,816,797,2995,Summer
2025-05-13,Vitamin C,East,197,31,6107,3461,3160,Spring
2025-05-13,Antibiotic,South,76,10,760,4442,4376,Winter
2025-05-13,Pain Relief,South,275,24,6600,2065,4749,Winter
2025-05-13,Cough Syrup,East,200,40,8000,2454,4866,Spring
2025-05-14,Paracetamol,South,226,11,2486,3158,3715,Monsoon
2025-05-14,Insulin,West,227,29,6583,2210,4287,Winter
2025-05-14,Vitamin C,East,61,23,1403,4956,1673,Summer
2025-05-14,Antibiotic,South,287,9,2583,3379,2455,Summer
2025-05-14,Pain Relief,East,120,47,5640,4782,2336,Spring
2025-05-14,Cough Syrup,North,287,13,3731,1650,4292,Summer
2025-05-15,Paracetamol,East,141,19,2679,1140,4260,Summer
2025-05-15,Insulin,West,143,22,3146,1598,1538,Summer
2025-05-15,Vitamin C,South,289,43,12427,4632,4187,Monsoon
2025-05-15,Antibiotic,South,169,23,3887,4658,4520,Summer
2025-05-15,Pain Relief,North,77,40,3080,4522,972,Winter
2025-05-15,Cough Syrup,South,193,49,9457,957,4167,Winter
2025-05-16,Paracetamol,South,194,15,2910,3494,949,Winter
2025-05-16,Insulin,North,105,28,2940,3219,509,Spring
2025-05-16,Vitamin C,East,104,35,3640,2064,3465,Winter
2025-05-16,Antibiotic,South,206,41,8446,488,3357,Summer
2025-05-16,Pain Relief,West,59,45,2655,1327,1631,Monsoon
2025-05-16,Cough Syrup,South,92,46,4232,2002,1873,Winter
2025-05-17,Paracetamol,North,124,19,2356,1858,3959,Summer
2025-05-17,Insulin,South,269,19,5111,2993,507,Monsoon
2025-05-17,Vitamin C,North,201,42,8442,535,1403,Monsoon
2025-05-17,Antibiotic,East,180,5,900,3249,535,Monsoon
2025-05-17,Pain Relief,West,186,9,1674,3960,2020,Spring
2025-05-17,Cough Syrup,East,274,14,3836,3981,2161,Monsoon
2025-05-18,Paracetamol,West,299,42,12558,2827,4084,Monsoon
2025-05-18,Insulin,South,147,21,3087,1185,4901,Spring
2025-05-18,Vitamin C,South,82,22,1804,4155,3766,Summer
2025-05-18,Antibiotic,North,181,36,6516,1985,4573,Summer
2025-05-18,Pain Relief,North,60,13,780,4283,2172,Summer
2025-05-18,Cough Syrup,North,117,47,5499,3691,2595,Spring
2025-05-19,Paracetamol,West,201,32,6432,3654,2023,Winter
2025-05-19,Insulin,East,246,6,1476,4864,4902,Spring
2025-05-19,Vitamin C,West,247,45,11115,2914,1972,Spring
2025-05-19,Antibiotic,East,171,36,6156,1379,4911,Winter
2025-05-19,Pain Relief,South,294,24,7056,2594,4224,Winter
2025-05-19,Cough Syrup,South,71,12,852,4823,4144,Spring
2025-05-20,Paracetamol,South,100,22,2200,2699,2917,Winter
2025-05-20,Insulin,West,178,24,4272,4413,4791,Summer
2025-05-20,Vitamin C,South,110,8,880,3819,1720,Spring
2025-05-20,Antibiotic,North,82,10,820,1386,4528,Summer
2025-05-20,Pain Relief,South,282,33,9306,1224,3184,Monsoon
2025-05-20,Cough Syrup,South,142,23,3266,4130,1031,Monsoon
2025-05-21,Paracetamol,North,53,47,2491,706,2124,Spring
2025-05-21,Insulin,East,200,6,1200,1149,3890,Winter
2025-05-21,Vitamin C,South,212,46,9752,3986,4009,Monsoon
